uid,label,chi,start,end 
sim_356_39,0,"[[142.   0. 549.]
 [143.   1. 550.]
 [144.   2. 551.]
 ...
 [298. 158. 715.]
 [299. 159. 716.]
 [300. 159. 717.]]",[  0. 549.],[159. 717.]
sim_356_40,0,"[[0.000e+00 4.160e+02 8.980e+02]
 [1.000e+00 4.180e+02 9.000e+02]
 [2.000e+00 4.190e+02 9.010e+02]
 ...
 [1.260e+02 5.520e+02 1.022e+03]
 [1.270e+02 5.530e+02 1.023e+03]
 [1.280e+02 5.540e+02 1.023e+03]]",[416. 898.],[ 554. 1023.]
sim_356_41,0,"[[  0. 276. 180.]
 [  1. 276. 181.]
 [  2. 277. 182.]
 ...
 [298. 586. 474.]
 [299. 587. 474.]
 [300. 588. 475.]]",[276. 180.],[588. 475.]
sim_356_42,0,"[[0.000e+00 3.400e+01 8.970e+02]
 [1.000e+00 3.500e+01 8.990e+02]
 [2.000e+00 3.600e+01 9.000e+02]
 ...
 [1.220e+02 1.590e+02 1.019e+03]
 [1.230e+02 1.590e+02 1.021e+03]
 [1.240e+02 1.610e+02 1.022e+03]]",[ 34. 897.],[ 161. 1022.]
sim_356_43,0,"[[2.560e+02 1.000e+00 9.600e+02]
 [2.570e+02 2.000e+00 9.610e+02]
 [2.580e+02 3.000e+00 9.620e+02]
 ...
 [2.980e+02 4.000e+01 1.002e+03]
 [2.990e+02 4.100e+01 1.002e+03]
 [3.000e+02 4.100e+01 1.003e+03]]",[  1. 960.],[  41. 1003.]
sim_356_44,0,"[[0.000e+00 1.950e+02 1.014e+03]
 [1.000e+00 1.960e+02 1.015e+03]
 [2.000e+00 1.970e+02 1.017e+03]
 ...
 [6.000e+00 2.010e+02 1.021e+03]
 [7.000e+00 2.020e+02 1.022e+03]
 [8.000e+00 2.030e+02 1.023e+03]]",[ 195. 1014.],[ 203. 1023.]
sim_356_45,0,"[[0.000e+00 7.340e+02 3.200e+01]
 [1.000e+00 7.350e+02 3.300e+01]
 [2.000e+00 7.360e+02 3.400e+01]
 ...
 [2.770e+02 1.022e+03 3.160e+02]
 [2.780e+02 1.023e+03 3.170e+02]
 [2.790e+02 1.024e+03 3.180e+02]]",[734.  32.],[1024.  318.]
sim_356_46,0,"[[0.000e+00 7.140e+02 2.130e+02]
 [1.000e+00 7.150e+02 2.140e+02]
 [2.000e+00 7.160e+02 2.160e+02]
 ...
 [2.940e+02 1.021e+03 4.880e+02]
 [2.950e+02 1.022e+03 4.880e+02]
 [2.960e+02 1.023e+03 4.900e+02]]",[714. 213.],[1023.  490.]
sim_356_47,0,"[[0.000e+00 9.910e+02 9.480e+02]
 [1.000e+00 9.920e+02 9.500e+02]
 [2.000e+00 9.920e+02 9.510e+02]
 ...
 [3.400e+01 1.022e+03 9.810e+02]
 [3.500e+01 1.023e+03 9.830e+02]
 [3.600e+01 1.024e+03 9.830e+02]]",[991. 948.],[1024.  983.]
sim_356_48,0,"[[  0. 599. 410.]
 [  1. 599. 410.]
 [  2. 601. 412.]
 ...
 [298. 901. 712.]
 [299. 902. 712.]
 [300. 904. 714.]]",[599. 410.],[904. 714.]
sim_356_49,0,"[[0.000e+00 7.640e+02 4.600e+01]
 [1.000e+00 7.640e+02 4.700e+01]
 [2.000e+00 7.660e+02 4.800e+01]
 ...
 [2.630e+02 1.022e+03 3.130e+02]
 [2.640e+02 1.022e+03 3.140e+02]
 [2.650e+02 1.023e+03 3.150e+02]]",[764.  46.],[1023.  315.]
sim_356_50,0,"[[209. 349.   0.]
 [210. 349.   1.]
 [211. 350.   2.]
 ...
 [298. 434.  90.]
 [299. 435.  91.]
 [300. 436.  92.]]",[349.   0.],[436.  92.]
sim_356_51,0,"[[0.000e+00 4.390e+02 9.670e+02]
 [1.000e+00 4.400e+02 9.680e+02]
 [2.000e+00 4.410e+02 9.690e+02]
 ...
 [5.200e+01 4.920e+02 1.022e+03]
 [5.300e+01 4.930e+02 1.023e+03]
 [5.400e+01 4.950e+02 1.024e+03]]",[439. 967.],[ 495. 1024.]
sim_356_52,0,"[[  0.  95. 521.]
 [  1.  96. 522.]
 [  2.  97. 523.]
 ...
 [298. 390. 818.]
 [299. 390. 819.]
 [300. 391. 820.]]",[ 95. 521.],[391. 820.]
sim_356_53,0,"[[0.000e+00 7.530e+02 9.990e+02]
 [1.000e+00 7.550e+02 1.001e+03]
 [2.000e+00 7.550e+02 1.002e+03]
 ...
 [1.800e+01 7.710e+02 1.022e+03]
 [1.900e+01 7.720e+02 1.023e+03]
 [2.000e+01 7.730e+02 1.023e+03]]",[753. 999.],[ 773. 1023.]
sim_356_54,0,"[[ 205.    0.  969.]
 [ 206.    2.  969.]
 [ 207.    3.  970.]
 ...
 [ 254.   50. 1021.]
 [ 255.   52. 1022.]
 [ 256.   53. 1023.]]",[  0. 969.],[  53. 1023.]
sim_356_55,0,"[[  0. 280.  51.]
 [  1. 282.  52.]
 [  2. 283.  53.]
 ...
 [298. 578. 354.]
 [299. 580. 356.]
 [300. 581. 356.]]",[280.  51.],[581. 356.]
sim_356_56,0,"[[  0. 545. 474.]
 [  1. 546. 475.]
 [  2. 548. 476.]
 ...
 [298. 834. 766.]
 [299. 835. 768.]
 [300. 837. 769.]]",[545. 474.],[837. 769.]
sim_356_57,0,"[[ 52.   1. 329.]
 [ 53.   1. 330.]
 [ 54.   2. 331.]
 ...
 [298. 249. 570.]
 [299. 251. 571.]
 [300. 251. 571.]]",[  1. 329.],[251. 571.]
sim_357_0,1,"[[250.   2. 251.]
 [251.   5. 252.]
 [252.   8. 252.]
 ...
 [298.  53. 248.]
 [299.  53. 250.]
 [300.  52. 252.]]",[  2. 251.],[ 52. 252.]
sim_357_1,1,"[[ 14.  87.   1.]
 [ 15.  91.   4.]
 [ 16.  95.   8.]
 ...
 [298. 340. 439.]
 [299. 341. 441.]
 [300. 342. 444.]]",[87.  1.],[342. 444.]
sim_357_2,1,"[[0.000e+00 1.600e+01 7.440e+02]
 [1.000e+00 1.700e+01 7.450e+02]
 [2.000e+00 1.800e+01 7.480e+02]
 ...
 [2.160e+02 2.630e+02 1.020e+03]
 [2.170e+02 2.640e+02 1.021e+03]
 [2.180e+02 2.670e+02 1.022e+03]]",[ 16. 744.],[ 267. 1022.]
sim_357_3,1,"[[ 23.   1. 127.]
 [ 24.   3. 126.]
 [ 25.   6. 126.]
 ...
 [146.   8.  91.]
 [147.   5.  90.]
 [148.   3.  90.]]",[  1. 127.],[ 3. 90.]
sim_357_4,1,"[[0.000e+00 1.350e+02 9.240e+02]
 [1.000e+00 1.360e+02 9.260e+02]
 [2.000e+00 1.370e+02 9.280e+02]
 ...
 [6.000e+01 9.700e+01 1.020e+03]
 [6.100e+01 9.700e+01 1.021e+03]
 [6.200e+01 9.800e+01 1.023e+03]]",[135. 924.],[  98. 1023.]
sim_357_5,1,"[[0.000e+00 5.150e+02 9.160e+02]
 [1.000e+00 5.160e+02 9.150e+02]
 [2.000e+00 5.160e+02 9.150e+02]
 ...
 [5.200e+01 6.580e+02 1.016e+03]
 [5.300e+01 6.610e+02 1.020e+03]
 [5.400e+01 6.640e+02 1.023e+03]]",[515. 916.],[ 664. 1023.]
sim_357_6,1,"[[0.000e+00 1.012e+03 7.860e+02]
 [1.000e+00 1.011e+03 7.880e+02]
 [2.000e+00 1.012e+03 7.890e+02]
 ...
 [5.000e+00 1.017e+03 7.940e+02]
 [6.000e+00 1.020e+03 7.940e+02]
 [7.000e+00 1.023e+03 7.960e+02]]",[1012.  786.],[1023.  796.]
sim_357_7,1,"[[  0.  69. 751.]
 [  1.  67. 753.]
 [  2.  67. 757.]
 ...
 [121.   6. 790.]
 [122.   4. 788.]
 [123.   2. 786.]]",[ 69. 751.],[  2. 786.]
sim_357_8,1,"[[211. 743.   2.]
 [212. 743.   5.]
 [213. 744.   8.]
 ...
 [298. 799. 182.]
 [299. 798. 184.]
 [300. 797. 186.]]",[743.   2.],[797. 186.]
sim_357_9,1,"[[0.000e+00 1.120e+02 5.770e+02]
 [1.000e+00 1.110e+02 5.780e+02]
 [2.000e+00 1.110e+02 5.820e+02]
 ...
 [2.840e+02 5.810e+02 1.010e+03]
 [2.850e+02 5.790e+02 1.017e+03]
 [2.860e+02 5.780e+02 1.023e+03]]",[112. 577.],[ 578. 1023.]
sim_357_10,1,"[[0.000e+00 4.810e+02 9.720e+02]
 [1.000e+00 4.830e+02 9.730e+02]
 [2.000e+00 4.840e+02 9.710e+02]
 ...
 [3.100e+01 5.560e+02 1.022e+03]
 [3.200e+01 5.620e+02 1.023e+03]
 [3.300e+01 5.650e+02 1.024e+03]]",[481. 972.],[ 565. 1024.]
sim_357_11,1,"[[ 81. 372.   2.]
 [ 82. 370.   4.]
 [ 83. 369.   5.]
 ...
 [298. 346. 327.]
 [299. 342. 329.]
 [300. 337. 329.]]",[372.   2.],[337. 329.]
sim_357_12,1,"[[0.000e+00 5.150e+02 4.080e+02]
 [1.000e+00 5.160e+02 4.090e+02]
 [2.000e+00 5.150e+02 4.100e+02]
 ...
 [2.980e+02 1.004e+03 6.860e+02]
 [2.990e+02 1.006e+03 6.850e+02]
 [3.000e+02 1.008e+03 6.850e+02]]",[515. 408.],[1008.  685.]
sim_357_13,1,"[[  0. 815. 684.]
 [  1. 815. 686.]
 [  2. 816. 688.]
 ...
 [298. 821. 844.]
 [299. 821. 848.]
 [300. 821. 853.]]",[815. 684.],[821. 853.]
sim_357_14,1,"[[   7.  589. 1023.]
 [   8.  592. 1021.]
 [   9.  593. 1020.]
 ...
 [  65.  689. 1011.]
 [  66.  692. 1015.]
 [  67.  697. 1020.]]",[ 589. 1023.],[ 697. 1020.]
sim_357_15,1,"[[0.000e+00 1.490e+02 1.017e+03]
 [1.000e+00 1.500e+02 1.018e+03]
 [2.000e+00 1.500e+02 1.018e+03]
 ...
 [8.000e+00 1.570e+02 1.017e+03]
 [9.000e+00 1.600e+02 1.018e+03]
 [1.000e+01 1.640e+02 1.021e+03]]",[ 149. 1017.],[ 164. 1021.]
sim_357_16,1,"[[0.000e+00 9.020e+02 2.280e+02]
 [1.000e+00 9.050e+02 2.300e+02]
 [2.000e+00 9.070e+02 2.330e+02]
 ...
 [4.700e+01 1.014e+03 3.280e+02]
 [4.800e+01 1.018e+03 3.310e+02]
 [4.900e+01 1.022e+03 3.340e+02]]",[902. 228.],[1022.  334.]
sim_357_17,1,"[[  0. 493. 638.]
 [  1. 493. 639.]
 [  2. 494. 642.]
 ...
 [298. 674. 995.]
 [299. 674. 997.]
 [300. 674. 998.]]",[493. 638.],[674. 998.]
sim_357_18,1,"[[  0. 151. 396.]
 [  1. 152. 397.]
 [  2. 153. 396.]
 ...
 [298. 621. 741.]
 [299. 622. 744.]
 [300. 623. 746.]]",[151. 396.],[623. 746.]
sim_357_19,1,"[[9.900e+01 9.450e+02 1.000e+00]
 [1.000e+02 9.460e+02 8.000e+00]
 [1.010e+02 9.470e+02 1.400e+01]
 ...
 [2.010e+02 1.012e+03 1.770e+02]
 [2.020e+02 1.016e+03 1.770e+02]
 [2.030e+02 1.020e+03 1.770e+02]]",[945.   1.],[1020.  177.]
sim_357_20,1,"[[0.000e+00 8.660e+02 9.450e+02]
 [1.000e+00 8.660e+02 9.460e+02]
 [2.000e+00 8.660e+02 9.480e+02]
 ...
 [2.100e+01 8.510e+02 1.008e+03]
 [2.200e+01 8.510e+02 1.015e+03]
 [2.300e+01 8.510e+02 1.021e+03]]",[866. 945.],[ 851. 1021.]
sim_357_21,1,"[[  0.  48. 910.]
 [  1.  49. 912.]
 [  2.  50. 912.]
 ...
 [ 88.   9. 891.]
 [ 89.   7. 892.]
 [ 90.   3. 891.]]",[ 48. 910.],[  3. 891.]
sim_357_22,1,"[[ 103.  607.    4.]
 [ 104.  612.   10.]
 [ 105.  615.   15.]
 ...
 [ 219. 1017.  106.]
 [ 220. 1020.  109.]
 [ 221. 1023.  112.]]",[607.   4.],[1023.  112.]
sim_357_23,1,"[[0.000e+00 7.720e+02 6.760e+02]
 [1.000e+00 7.730e+02 6.780e+02]
 [2.000e+00 7.740e+02 6.780e+02]
 ...
 [1.150e+02 1.013e+03 8.300e+02]
 [1.160e+02 1.018e+03 8.300e+02]
 [1.170e+02 1.023e+03 8.300e+02]]",[772. 676.],[1023.  830.]
sim_357_24,1,"[[  0.  52.  59.]
 [  1.  54.  60.]
 [  2.  57.  61.]
 ...
 [298. 634. 247.]
 [299. 634. 249.]
 [300. 634. 251.]]",[52. 59.],[634. 251.]
sim_357_25,1,"[[0.000e+00 3.210e+02 4.820e+02]
 [1.000e+00 3.210e+02 4.830e+02]
 [2.000e+00 3.220e+02 4.860e+02]
 ...
 [2.730e+02 1.020e+03 5.230e+02]
 [2.740e+02 1.022e+03 5.230e+02]
 [2.750e+02 1.023e+03 5.230e+02]]",[321. 482.],[1023.  523.]
sim_357_26,1,"[[0.000e+00 8.210e+02 8.130e+02]
 [1.000e+00 8.230e+02 8.140e+02]
 [2.000e+00 8.270e+02 8.150e+02]
 ...
 [9.600e+01 8.480e+02 1.013e+03]
 [9.700e+01 8.440e+02 1.017e+03]
 [9.800e+01 8.420e+02 1.021e+03]]",[821. 813.],[ 842. 1021.]
sim_357_27,1,"[[0.000e+00 9.640e+02 3.870e+02]
 [1.000e+00 9.640e+02 3.880e+02]
 [2.000e+00 9.640e+02 3.900e+02]
 ...
 [2.200e+01 1.008e+03 4.190e+02]
 [2.300e+01 1.014e+03 4.220e+02]
 [2.400e+01 1.019e+03 4.250e+02]]",[964. 387.],[1019.  425.]
sim_357_28,1,"[[  0.  81. 113.]
 [  1.  81. 113.]
 [  2.  81. 115.]
 ...
 [298. 239. 365.]
 [299. 240. 366.]
 [300. 240. 368.]]",[ 81. 113.],[240. 368.]
sim_357_29,1,"[[0.000e+00 5.130e+02 9.210e+02]
 [1.000e+00 5.140e+02 9.230e+02]
 [2.000e+00 5.160e+02 9.250e+02]
 ...
 [2.210e+02 7.790e+02 1.020e+03]
 [2.220e+02 7.810e+02 1.021e+03]
 [2.230e+02 7.820e+02 1.023e+03]]",[513. 921.],[ 782. 1023.]
sim_357_30,1,"[[0.000e+00 8.800e+02 6.060e+02]
 [1.000e+00 8.800e+02 6.060e+02]
 [2.000e+00 8.790e+02 6.050e+02]
 ...
 [2.520e+02 1.011e+03 8.500e+02]
 [2.530e+02 1.015e+03 8.530e+02]
 [2.540e+02 1.020e+03 8.560e+02]]",[880. 606.],[1020.  856.]
sim_357_31,1,"[[109.   2. 917.]
 [110.   5. 914.]
 [111.   7. 910.]
 ...
 [298. 386. 909.]
 [299. 388. 910.]
 [300. 388. 911.]]",[  2. 917.],[388. 911.]
sim_357_32,1,"[[ 106.  965.    2.]
 [ 107.  967.    5.]
 [ 108.  968.    7.]
 ...
 [ 136. 1012.   59.]
 [ 137. 1017.   59.]
 [ 138. 1022.   61.]]",[965.   2.],[1022.   61.]
sim_357_33,1,"[[  0. 418. 858.]
 [  1. 419. 858.]
 [  2. 419. 857.]
 ...
 [298. 360. 953.]
 [299. 359. 953.]
 [300. 358. 953.]]",[418. 858.],[358. 953.]
sim_357_34,1,"[[  0. 395. 648.]
 [  1. 396. 649.]
 [  2. 397. 650.]
 ...
 [298. 369. 555.]
 [299. 371. 551.]
 [300. 373. 550.]]",[395. 648.],[373. 550.]
sim_357_35,1,"[[  0.  71. 448.]
 [  1.  71. 449.]
 [  2.  70. 452.]
 ...
 [298. 488. 816.]
 [299. 487. 818.]
 [300. 486. 819.]]",[ 71. 448.],[486. 819.]
sim_357_36,1,"[[0.000e+00 8.410e+02 3.420e+02]
 [1.000e+00 8.410e+02 3.430e+02]
 [2.000e+00 8.410e+02 3.430e+02]
 ...
 [1.290e+02 1.016e+03 5.360e+02]
 [1.300e+02 1.019e+03 5.380e+02]
 [1.310e+02 1.022e+03 5.400e+02]]",[841. 342.],[1022.  540.]
sim_357_37,0,"[[  0. 249. 106.]
 [  1. 250. 107.]
 [  2. 251. 108.]
 ...
 [298. 546. 412.]
 [299. 548. 412.]
 [300. 548. 413.]]",[249. 106.],[548. 413.]
sim_357_38,0,"[[227.   1. 279.]
 [228.   2. 280.]
 [229.   2. 281.]
 ...
 [298.  70. 344.]
 [299.  71. 345.]
 [300.  73. 346.]]",[  1. 279.],[ 73. 346.]
sim_357_39,0,"[[0.000e+00 1.010e+03 1.180e+02]
 [1.000e+00 1.011e+03 1.190e+02]
 [2.000e+00 1.011e+03 1.200e+02]
 ...
 [1.200e+01 1.022e+03 1.280e+02]
 [1.300e+01 1.023e+03 1.280e+02]
 [1.400e+01 1.023e+03 1.290e+02]]",[1010.  118.],[1023.  129.]
sim_357_40,0,"[[0.000e+00 6.330e+02 9.730e+02]
 [1.000e+00 6.330e+02 9.730e+02]
 [2.000e+00 6.330e+02 9.740e+02]
 ...
 [4.800e+01 6.790e+02 1.022e+03]
 [4.900e+01 6.800e+02 1.023e+03]
 [5.000e+01 6.810e+02 1.023e+03]]",[633. 973.],[ 681. 1023.]
sim_357_41,0,"[[  0. 330. 556.]
 [  1. 331. 557.]
 [  2. 333. 557.]
 ...
 [298. 630. 855.]
 [299. 631. 856.]
 [300. 632. 857.]]",[330. 556.],[632. 857.]
sim_357_42,0,"[[  0. 506. 360.]
 [  1. 507. 361.]
 [  2. 508. 362.]
 ...
 [298. 808. 656.]
 [299. 810. 657.]
 [300. 811. 657.]]",[506. 360.],[811. 657.]
sim_357_43,0,"[[0.000e+00 1.007e+03 4.700e+01]
 [1.000e+00 1.008e+03 4.800e+01]
 [2.000e+00 1.009e+03 4.900e+01]
 ...
 [1.800e+01 1.021e+03 6.600e+01]
 [1.900e+01 1.022e+03 6.700e+01]
 [2.000e+01 1.023e+03 6.800e+01]]",[1007.   47.],[1023.   68.]
sim_357_44,0,"[[  0. 156. 149.]
 [  1. 158. 150.]
 [  2. 158. 151.]
 ...
 [298. 450. 440.]
 [299. 451. 441.]
 [300. 452. 442.]]",[156. 149.],[452. 442.]
sim_357_45,0,"[[  0. 475. 372.]
 [  1. 476. 374.]
 [  2. 477. 375.]
 ...
 [298. 768. 660.]
 [299. 769. 660.]
 [300. 770. 662.]]",[475. 372.],[770. 662.]
sim_357_46,0,"[[261. 140.   1.]
 [262. 142.   2.]
 [263. 142.   3.]
 ...
 [298. 176.  36.]
 [299. 178.  38.]
 [300. 178.  39.]]",[140.   1.],[178.  39.]
sim_357_47,0,"[[0.000e+00 8.960e+02 8.270e+02]
 [1.000e+00 8.980e+02 8.280e+02]
 [2.000e+00 8.980e+02 8.290e+02]
 ...
 [1.200e+02 1.022e+03 9.510e+02]
 [1.210e+02 1.024e+03 9.510e+02]
 [1.220e+02 1.024e+03 9.530e+02]]",[896. 827.],[1024.  953.]
sim_357_48,0,"[[0.000e+00 9.140e+02 5.900e+02]
 [1.000e+00 9.160e+02 5.910e+02]
 [2.000e+00 9.170e+02 5.930e+02]
 ...
 [1.060e+02 1.022e+03 6.970e+02]
 [1.070e+02 1.023e+03 6.980e+02]
 [1.080e+02 1.024e+03 6.990e+02]]",[914. 590.],[1024.  699.]
sim_357_49,0,"[[0.000e+00 7.690e+02 3.820e+02]
 [1.000e+00 7.710e+02 3.820e+02]
 [2.000e+00 7.720e+02 3.830e+02]
 ...
 [2.530e+02 1.023e+03 6.410e+02]
 [2.540e+02 1.023e+03 6.420e+02]
 [2.550e+02 1.024e+03 6.440e+02]]",[769. 382.],[1024.  644.]
sim_357_50,0,"[[0.000e+00 8.630e+02 8.560e+02]
 [1.000e+00 8.650e+02 8.570e+02]
 [2.000e+00 8.650e+02 8.580e+02]
 ...
 [1.650e+02 1.023e+03 1.017e+03]
 [1.660e+02 1.023e+03 1.019e+03]
 [1.670e+02 1.024e+03 1.020e+03]]",[863. 856.],[1024. 1020.]
sim_357_51,0,"[[  0. 553. 513.]
 [  1. 553. 514.]
 [  2. 554. 515.]
 ...
 [298. 853. 811.]
 [299. 853. 811.]
 [300. 854. 812.]]",[553. 513.],[854. 812.]
sim_357_52,0,"[[2.380e+02 1.000e+00 9.650e+02]
 [2.390e+02 2.000e+00 9.660e+02]
 [2.400e+02 2.000e+00 9.670e+02]
 ...
 [2.920e+02 5.300e+01 1.023e+03]
 [2.930e+02 5.400e+01 1.023e+03]
 [2.940e+02 5.500e+01 1.024e+03]]",[  1. 965.],[  55. 1024.]
sim_357_53,0,"[[  0. 566. 674.]
 [  1. 567. 674.]
 [  2. 567. 675.]
 ...
 [298. 838. 969.]
 [299. 840. 970.]
 [300. 841. 971.]]",[566. 674.],[841. 971.]
sim_357_54,0,"[[0.000e+00 9.380e+02 5.110e+02]
 [1.000e+00 9.390e+02 5.120e+02]
 [2.000e+00 9.410e+02 5.130e+02]
 ...
 [8.100e+01 1.020e+03 5.920e+02]
 [8.200e+01 1.022e+03 5.930e+02]
 [8.300e+01 1.023e+03 5.940e+02]]",[938. 511.],[1023.  594.]
sim_357_55,0,"[[4.100e+01 9.880e+02 1.000e+00]
 [4.200e+01 9.890e+02 1.000e+00]
 [4.300e+01 9.910e+02 3.000e+00]
 ...
 [7.800e+01 1.021e+03 3.700e+01]
 [7.900e+01 1.022e+03 3.800e+01]
 [8.000e+01 1.023e+03 3.900e+01]]",[988.   1.],[1023.   39.]
sim_357_56,0,"[[  0. 461. 556.]
 [  1. 463. 558.]
 [  2. 464. 558.]
 ...
 [298. 762. 858.]
 [299. 762. 859.]
 [300. 764. 860.]]",[461. 556.],[764. 860.]
sim_357_57,0,"[[0.000e+00 7.170e+02 9.660e+02]
 [1.000e+00 7.180e+02 9.670e+02]
 [2.000e+00 7.190e+02 9.680e+02]
 ...
 [5.300e+01 7.730e+02 1.022e+03]
 [5.400e+01 7.740e+02 1.022e+03]
 [5.500e+01 7.750e+02 1.023e+03]]",[717. 966.],[ 775. 1023.]
sim_357_58,0,"[[0.000e+00 2.850e+02 9.900e+02]
 [1.000e+00 2.860e+02 9.920e+02]
 [2.000e+00 2.870e+02 9.930e+02]
 ...
 [2.900e+01 3.180e+02 1.021e+03]
 [3.000e+01 3.190e+02 1.022e+03]
 [3.100e+01 3.210e+02 1.023e+03]]",[285. 990.],[ 321. 1023.]
sim_357_59,0,"[[  0.  20. 684.]
 [  1.  20. 686.]
 [  2.  21. 686.]
 ...
 [298. 320. 970.]
 [299. 321. 970.]
 [300. 323. 971.]]",[ 20. 684.],[323. 971.]
sim_357_60,0,"[[ 43.   1. 465.]
 [ 44.   2. 466.]
 [ 45.   2. 467.]
 ...
 [298. 257. 715.]
 [299. 258. 716.]
 [300. 259. 716.]]",[  1. 465.],[259. 716.]
sim_357_61,0,"[[160.  75.   2.]
 [161.  76.   3.]
 [162.  77.   4.]
 ...
 [298. 208. 136.]
 [299. 209. 137.]
 [300. 211. 139.]]",[75.  2.],[211. 139.]
sim_357_62,0,"[[0.000e+00 8.050e+02 8.920e+02]
 [1.000e+00 8.050e+02 8.930e+02]
 [2.000e+00 8.060e+02 8.940e+02]
 ...
 [1.250e+02 9.290e+02 1.021e+03]
 [1.260e+02 9.290e+02 1.022e+03]
 [1.270e+02 9.300e+02 1.023e+03]]",[805. 892.],[ 930. 1023.]
sim_357_63,0,"[[  0. 518.  10.]
 [  1. 520.  11.]
 [  2. 521.  13.]
 ...
 [298. 827. 320.]
 [299. 828. 322.]
 [300. 828. 323.]]",[518.  10.],[828. 323.]
sim_357_64,0,"[[0.000e+00 8.950e+02 2.630e+02]
 [1.000e+00 8.960e+02 2.640e+02]
 [2.000e+00 8.970e+02 2.640e+02]
 ...
 [1.340e+02 1.021e+03 3.890e+02]
 [1.350e+02 1.023e+03 3.890e+02]
 [1.360e+02 1.024e+03 3.900e+02]]",[895. 263.],[1024.  390.]
sim_357_65,0,"[[  0. 544. 459.]
 [  1. 546. 460.]
 [  2. 547. 462.]
 ...
 [298. 836. 753.]
 [299. 837. 754.]
 [300. 838. 756.]]",[544. 459.],[838. 756.]
sim_357_66,0,"[[  0. 164. 196.]
 [  1. 165. 197.]
 [  2. 166. 198.]
 ...
 [298. 462. 473.]
 [299. 464. 474.]
 [300. 465. 475.]]",[164. 196.],[465. 475.]
sim_357_67,0,"[[0.000e+00 8.760e+02 6.040e+02]
 [1.000e+00 8.760e+02 6.050e+02]
 [2.000e+00 8.780e+02 6.050e+02]
 ...
 [1.500e+02 1.022e+03 7.580e+02]
 [1.510e+02 1.023e+03 7.580e+02]
 [1.520e+02 1.024e+03 7.590e+02]]",[876. 604.],[1024.  759.]
sim_357_68,0,"[[0.000e+00 7.810e+02 4.780e+02]
 [1.000e+00 7.810e+02 4.800e+02]
 [2.000e+00 7.810e+02 4.800e+02]
 ...
 [2.400e+02 1.022e+03 7.220e+02]
 [2.410e+02 1.022e+03 7.230e+02]
 [2.420e+02 1.023e+03 7.250e+02]]",[781. 478.],[1023.  725.]
sim_358_0,1,"[[  9.  66.   1.]
 [ 10.  66.   3.]
 [ 11.  66.   4.]
 ...
 [181.   7. 280.]
 [182.   4. 283.]
 [183.   1. 286.]]",[66.  1.],[  1. 286.]
sim_358_1,1,"[[0.000e+00 1.880e+02 9.410e+02]
 [1.000e+00 1.880e+02 9.410e+02]
 [2.000e+00 1.890e+02 9.420e+02]
 ...
 [5.300e+01 1.280e+02 1.019e+03]
 [5.400e+01 1.260e+02 1.021e+03]
 [5.500e+01 1.240e+02 1.023e+03]]",[188. 941.],[ 124. 1023.]
sim_358_2,1,"[[ 16.   1.  95.]
 [ 17.   0.  96.]
 [ 18.   0.  97.]
 ...
 [298. 228. 495.]
 [299. 226. 500.]
 [300. 224. 503.]]",[ 1. 95.],[224. 503.]
sim_358_3,1,"[[0.000e+00 5.600e+02 9.290e+02]
 [1.000e+00 5.610e+02 9.300e+02]
 [2.000e+00 5.640e+02 9.310e+02]
 ...
 [2.160e+02 8.550e+02 1.021e+03]
 [2.170e+02 8.560e+02 1.023e+03]
 [2.180e+02 8.560e+02 1.024e+03]]",[560. 929.],[ 856. 1024.]
sim_358_4,1,"[[ 30. 384.   0.]
 [ 31. 385.   2.]
 [ 32. 386.   6.]
 ...
 [ 59. 419.   2.]
 [ 60. 422.   1.]
 [ 61. 421.   1.]]",[384.   0.],[421.   1.]
sim_358_5,1,"[[  0.  13. 118.]
 [  1.  14. 119.]
 [  2.  16. 120.]
 ...
 [101.   1. 161.]
 [102.   1. 163.]
 [103.   1. 165.]]",[ 13. 118.],[  1. 165.]
sim_358_6,1,"[[ 98.   0. 287.]
 [ 99.   1. 286.]
 [100.   2. 286.]
 ...
 [298. 176. 318.]
 [299. 176. 319.]
 [300. 177. 319.]]",[  0. 287.],[177. 319.]
sim_358_7,1,"[[0.000e+00 5.550e+02 8.720e+02]
 [1.000e+00 5.550e+02 8.720e+02]
 [2.000e+00 5.560e+02 8.700e+02]
 ...
 [2.890e+02 6.840e+02 1.016e+03]
 [2.900e+02 6.880e+02 1.021e+03]
 [2.910e+02 6.910e+02 1.024e+03]]",[555. 872.],[ 691. 1024.]
sim_358_8,1,"[[0.000e+00 1.580e+02 9.850e+02]
 [1.000e+00 1.580e+02 9.860e+02]
 [2.000e+00 1.570e+02 9.860e+02]
 ...
 [1.780e+02 2.440e+02 1.021e+03]
 [1.790e+02 2.460e+02 1.022e+03]
 [1.800e+02 2.480e+02 1.023e+03]]",[158. 985.],[ 248. 1023.]
sim_358_9,1,"[[123. 600.   0.]
 [124. 603.   1.]
 [125. 607.   2.]
 ...
 [129. 619.   3.]
 [130. 622.   2.]
 [131. 624.   1.]]",[600.   0.],[624.   1.]
sim_358_10,1,"[[243. 389.   6.]
 [244. 394.  13.]
 [245. 398.  20.]
 ...
 [298. 557. 104.]
 [299. 558. 106.]
 [300. 561. 107.]]",[389.   6.],[561. 107.]
